# qdac_multiple_set	qdac_ch01_curr_ucal	qdac_ch02_curr_ucal	qdac_ch03_curr_ucal	qdac_ch04_curr_ucal	qdac_ch05_curr_ucal	qdac_ch06_curr_ucal	qdac_ch07_curr_ucal	qdac_ch08_curr_ucal	qdac_ch09_curr_ucal	qdac_ch10_curr_ucal	qdac_ch11_curr_ucal	qdac_ch12_curr_ucal	qdac_ch13_curr_ucal	qdac_ch14_curr_ucal	qdac_ch15_curr_ucal	qdac_ch16_curr_ucal	qdac_ch17_curr_ucal	qdac_ch18_curr_ucal	qdac_ch19_curr_ucal	qdac_ch20_curr_ucal	qdac_ch21_curr_ucal	qdac_ch22_curr_ucal	qdac_ch23_curr_ucal	qdac_ch24_curr_ucal	timer
# "Voltage"	"ch1"	"ch2"	"ch3"	"ch4"	"ch5"	"ch6"	"ch7"	"ch8"	"ch9"	"ch10"	"ch11"	"ch12"	"ch13"	"ch14"	"ch15"	"ch16"	"ch17"	"ch18"	"ch19"	"ch20"	"ch21"	"ch22"	"ch23"	"ch24"	"Elapsed time"
# 1001
-10	-0.000674384	-0.000667338	0.000381241	4.75917e-05	-8.96693e-05	8.63304e-05	-0.000648412	-0.000430216	0.000461262	-0.000403875	-0.000384978	-0.000851296	-8.28732e-05	0.000231887	1.24055e-05	9.44748e-05	-0.000105664	8.53498e-05	-0.00084316	-0.000500779	-0.000318008	0.000687043	-1.03486e-05	0.000577354	1.02926159999333
-9.98	-0.000672376	-0.000665403	0.000380179	4.80927e-05	-8.98818e-05	8.68933e-05	-0.000646758	-0.000428659	0.000459439	-0.000402601	-0.000382605	-0.000848058	-8.20156e-05	0.000231432	1.24579e-05	9.3799e-05	-0.000105366	8.48374e-05	-0.000840914	-0.000499937	-0.000317097	0.000684604	-1.00187e-05	0.000575276	1.50908219994744
-9.96	-0.000670831	-0.000664146	0.00037885	4.79528e-05	-9.01113e-05	8.68159e-05	-0.000644774	-0.00042698	0.000457859	-0.000401417	-0.000379928	-0.000844483	-8.14326e-05	0.000231007	1.24432e-05	9.33908e-05	-0.000105256	8.45261e-05	-0.000838572	-0.000498782	-0.000316262	0.000681633	-9.62923e-06	0.000572908	1.989036199986
-9.94	-0.000668703	-0.000662345	0.000377695	4.76239e-05	-9.0127e-05	8.71913e-05	-0.000642692	-0.000425339	0.000456127	-0.000400113	-0.000377873	-0.000841074	-8.04895e-05	0.000230697	1.19137e-05	9.27401e-05	-0.000104971	8.41287e-05	-0.000835705	-0.00049693	-0.000315451	0.000678802	-9.79959e-06	0.000570648	2.4690063999733
-9.92	-0.000666838	-0.000660763	0.000376462	4.82472e-05	-8.9136e-05	8.68842e-05	-0.000641329	-0.00042382	0.000454645	-0.000398909	-0.000375353	-0.000837803	-7.97469e-05	0.000230717	1.16418e-05	9.22556e-05	-0.000104266	8.33817e-05	-0.000833353	-0.00049567	-0.000314896	0.000676344	-9.24306e-06	0.000567985	2.94894639996346
-9.9	-0.000664865	-0.000659278	0.00037502	4.68708e-05	-8.93314e-05	8.67537e-05	-0.000639635	-0.000422323	0.000453147	-0.000397489	-0.000372667	-0.000834954	-7.95982e-05	0.000230676	1.20347e-05	9.12633e-05	-0.000104077	8.36165e-05	-0.000830784	-0.000494381	-0.000314081	0.000673549	-8.82451e-06	0.000565775	3.4290931999567
-9.88	-0.000663046	-0.000657484	0.000374222	4.66771e-05	-8.95615e-05	8.64237e-05	-0.000638031	-0.000420641	0.000451689	-0.000396453	-0.00037032	-0.000831286	-7.82001e-05	0.000230467	1.12844e-05	9.09443e-05	-0.000103382	8.28568e-05	-0.000828614	-0.000493424	-0.000313445	0.000670624	-8.33645e-06	0.000563369	3.90888299996732
-9.86	-0.000660819	-0.000656197	0.00037249	4.64165e-05	-8.97596e-05	8.64396e-05	-0.000635929	-0.000419032	0.000449854	-0.000394798	-0.000368196	-0.000827888	-7.8146e-05	0.000230059	1.09334e-05	9.01204e-05	-0.000103284	8.26103e-05	-0.000825956	-0.00049202	-0.000312451	0.000668057	-8.06611e-06	0.000561374	4.38893409998855
-9.84	-0.000658567	-0.000654891	0.00037138	4.64497e-05	-8.99511e-05	8.62114e-05	-0.000634154	-0.000417531	0.00044812	-0.000394083	-0.000366079	-0.000824622	-7.73836e-05	0.000229569	1.07968e-05	8.95981e-05	-0.000102971	8.19574e-05	-0.000823809	-0.000490753	-0.000311766	0.000665352	-7.29108e-06	0.000559324	4.86895009997534
-9.82	-0.000656602	-0.000652888	0.000369917	4.60477e-05	-9.01665e-05	8.62863e-05	-0.000632634	-0.000415691	0.000447276	-0.000392584	-0.000363592	-0.000821617	-7.68353e-05	0.000229238	1.04825e-05	8.90905e-05	-0.000102701	8.12555e-05	-0.000821614	-0.000489678	-0.000311065	0.000662526	-6.92095e-06	0.000556899	5.34882549999747
-9.8	-0.000654664	-0.000651375	0.000368763	4.57429e-05	-9.1153e-05	8.59733e-05	-0.000630518	-0.000414236	0.000445657	-0.00039137	-0.000361166	-0.00081818	-7.56204e-05	0.000228994	1.02516e-05	8.84165e-05	-0.000102248	8.10419e-05	-0.00081911	-0.00048858	-0.000310111	0.000660347	-6.54622e-06	0.000554772	5.82892879995052
-9.78	-0.000652766	-0.000649833	0.000367467	4.56568e-05	-9.11772e-05	8.59396e-05	-0.000628968	-0.000412853	0.000444224	-0.000389928	-0.000358726	-0.000815972	-7.52318e-05	0.000228939	9.9335e-06	8.79667e-05	-0.000101453	8.07427e-05	-0.000816728	-0.000487224	-0.00030933	0.000657132	-6.09675e-06	0.000552651	6.30878309998661
-9.76	-0.000650983	-0.000648221	0.000365989	4.56865e-05	-9.19005e-05	8.59905e-05	-0.000627488	-0.000411072	0.00044282	-0.000388901	-0.000356506	-0.00081283	-7.46677e-05	0.000228518	9.76261e-06	8.76537e-05	-0.000101223	8.00305e-05	-0.000814691	-0.000486464	-0.000308782	0.000654785	-5.56313e-06	0.000550386	6.78873809997458
-9.74	-0.000648982	-0.000646608	0.000364783	4.50512e-05	-9.21078e-05	8.55289e-05	-0.000625504	-0.000409497	0.000441338	-0.000387798	-0.000354398	-0.000809214	-7.41014e-05	0.00022849	9.80916e-06	8.69758e-05	-0.000100926	7.97395e-05	-0.00081197	-0.000485144	-0.000307053	0.000652264	-4.93155e-06	0.000548201	7.26862229994731
-9.72	-0.00064684	-0.00064481	0.000363481	4.47625e-05	-9.20721e-05	8.5679e-05	-0.000623753	-0.000407946	0.000439616	-0.000386696	-0.000352309	-0.00080629	-7.34492e-05	0.000228822	9.25384e-06	8.63482e-05	-0.000100824	7.94823e-05	-0.000808975	-0.000484306	-0.000306083	0.000649757	-4.80372e-06	0.000545986	7.7486848999979
-9.7	-0.000645059	-0.000643409	0.000362253	4.51348e-05	-9.21812e-05	8.55051e-05	-0.00062167	-0.000406342	0.000438021	-0.000385344	-0.000349774	-0.000803365	-7.27068e-05	0.000228426	8.94835e-06	8.57737e-05	-0.000100466	7.93945e-05	-0.00080643	-0.000483149	-0.000305813	0.000646457	-4.37985e-06	0.000543559	8.22868939995533
-9.68	-0.000643053	-0.000641915	0.00036114	4.46693e-05	-9.2524e-05	8.56158e-05	-0.000620635	-0.000404622	0.000436337	-0.000384526	-0.000347263	-0.00080007	-7.21524e-05	0.000228237	8.86936e-06	8.49367e-05	-9.9933e-05	7.85422e-05	-0.000804383	-0.000481809	-0.000304747	0.000644132	-4.18171e-06	0.00054135	8.708660699951
-9.66	-0.000641497	-0.000640307	0.000360207	4.42258e-05	-9.28553e-05	8.5327e-05	-0.000618707	-0.000403281	0.00043457	-0.000383022	-0.000345022	-0.000796946	-7.1476e-05	0.000227953	8.51323e-06	8.4692e-05	-9.95476e-05	7.88754e-05	-0.000802776	-0.000481103	-0.000303958	0.000641518	-3.75296e-06	0.000539486	9.18846849998226
