-3.752206289201338448e-15 4.940247927055142144e-15 7.642113626234911498e-13 6.904408702437836084e-13 -6.570935355202477833e-11 -1.830430214090932495e-12 -8.115202352775883131e-11 5.121724479085547192e-08 -1.023905799107064987e-06 3.981255242910729865e-05 -1.081574215092815950e-04
4.333161848362198594e-15 -3.772976182274524150e-15 -1.064273039356379899e-12 1.680650484670240965e-12 7.211888883615430398e-11 -2.125890684348248576e-11 -2.712736273172910160e-09 3.632017439978482020e-08 -9.147811776421657711e-07 3.250071142051213802e-05 -1.785430111103651521e-04
-1.852807861084132150e-15 -2.030186684762136907e-14 3.985944357401591184e-13 3.173881108082248511e-12 -1.746380871210439738e-11 -2.856580490129364104e-10 1.444197719252256865e-09 -2.692567814875093230e-08 7.062486101667191141e-07 -2.335680761930989329e-05 4.458158092194376742e-05
4.583483175730015335e-15 4.992644942642105035e-14 -1.355613049198439227e-12 -9.897045985484040311e-12 1.520245673683820830e-10 5.822691742596752564e-10 -6.660096566348815273e-09 -1.843211730858828068e-08 2.415168965666154088e-07 -4.717692079760146549e-07 2.804386058812972552e-05
3.229686306940849969e-15 -1.878065139312620621e-14 -6.567706659262967193e-13 3.276982482558504870e-12 3.877197795631419130e-11 -1.489569579220118967e-10 4.867489927341142495e-10 -1.923348147139580709e-08 8.953785195741472037e-09 4.233913802453692989e-06 -8.673982526868838599e-05
2.855138639231852939e-15 3.942929184380666591e-15 -8.173753425855723736e-13 -1.603341857094978297e-12 8.322992086089109063e-11 1.775311342621587669e-10 -3.556399133780400578e-09 -5.935362013521184747e-09 4.395588756414102949e-08 -3.814391610452710856e-06 5.672616897539250802e-05
9.243328776480355159e-16 -1.649055359481491100e-14 -2.467643050624570354e-13 3.573684033487851400e-12 3.179771599321075766e-12 -2.861651918896473296e-11 -1.114942376871079248e-09 3.343339045941164304e-08 -8.935063250952603642e-07 3.283850711400092422e-05 -1.705457975296051289e-04
1.931957226477926614e-15 7.710328363950680394e-15 -7.721041646775765819e-13 -6.585121370266144008e-13 8.173635248308213194e-11 1.202416573275747508e-10 -5.305390688998539868e-09 3.353971765073604654e-08 -7.655877924980282673e-07 3.097054610847766999e-05 3.745457807430896581e-05
2.341188920449162690e-15 1.969791737082588933e-15 -2.488506316280396706e-13 -1.244590480457772742e-12 4.237159508314452785e-13 5.326246632622798843e-12 2.862953655003034688e-09 -3.758383716270512143e-08 8.187058483464195648e-07 -3.067060853933105738e-05 1.574913713673094427e-05
1.870492059011882862e-15 2.259008513017101589e-14 -5.410056993426873438e-13 -4.733787132695415248e-12 4.318816940020651545e-11 4.954850217967688016e-10 -2.264197064049747478e-09 4.488942880993031998e-09 -5.998475168513063908e-07 2.930363949559204037e-05 -4.816669531967220666e-05
2.018983277301308148e-15 3.703503087478296233e-15 -6.619480342330669321e-13 1.068881979898501705e-12 6.263150933774600584e-11 1.221315667201991517e-11 -6.290700978101787608e-09 5.459113106734084084e-08 -1.084305037793178059e-06 4.520034370536025532e-05 2.754459634627021191e-04
-1.641854641832259613e-15 3.678204693399185504e-14 2.624403091805552708e-13 -6.515409825420470589e-12 -3.152057305147566214e-11 7.696198640643038315e-10 -3.370420350450617534e-09 5.612619588421833064e-08 -1.544916909535166272e-06 6.318695165433091474e-05 6.014203462685719601e-05
4.244701959232265746e-15 -5.369572611377856372e-14 -1.268523065036897994e-12 1.174812114371699869e-11 1.289886223064770906e-10 -8.278867706720732940e-10 -6.839453933647026421e-09 4.393561070038392145e-08 -4.037073814099149067e-07 7.825026932594320150e-06 7.987650300603701546e-05
-2.343995285545117368e-15 -7.868219087279397862e-15 7.713594975382209037e-13 1.533142110155757700e-12 -8.954507399935114480e-11 -9.268483732416519702e-11 3.977525518904090651e-09 -5.232255356192018932e-09 1.695522789688127909e-07 -7.609039676906486874e-06 1.269568206433143527e-04
7.770347197901280573e-16 -1.267174670894715849e-14 -1.923395215133100194e-13 3.191253800386681825e-12 2.351875488578732630e-11 -3.160049121808111736e-10 -3.008632344407778990e-10 3.889271434431295166e-09 7.469833918461919245e-08 -2.229396438827051216e-06 -2.161702521242335243e-05
-5.076206724777046907e-15 1.302378611766869600e-14 1.206803948623235343e-12 -3.061561921826820497e-12 -9.654631590423021597e-11 1.486806891118963413e-10 4.250643559319788551e-09 -1.897674751984078961e-08 2.467719355792840958e-07 -9.862599213569337247e-06 -7.331028192712742370e-05
-1.064916256272756705e-15 2.425960053528897150e-14 1.720398122623666053e-13 -5.663917210010652826e-12 -3.652525264159634581e-12 4.852120212251648385e-10 -1.183733254493614431e-09 -3.271976077001984391e-09 -1.094862059276205430e-07 8.022735726118386903e-06 1.975281514909032400e-05
-9.179418814635120464e-16 3.482545391887179598e-14 3.481073837567100810e-13 -7.267419701374645309e-12 -4.231812769003736948e-11 4.462231733332668563e-10 2.760130730036808923e-09 -2.090386811821252102e-08 9.499181351069797944e-08 -8.702209521249158557e-06 -3.262365298028322325e-05
2.385525482681445534e-17 -1.447884520405996875e-14 -3.601255666244449673e-14 4.538090895234906747e-12 -1.669896409807173951e-11 -1.930070925619625612e-10 -1.901844463473478770e-09 6.503496386014246076e-08 -1.160365265418053571e-06 4.651311873560361106e-05 -1.492485769925329538e-04
-1.018670291227641898e-15 -1.422717929651973453e-14 8.178851680994518818e-14 3.750504413599276127e-12 9.090560360018016297e-13 -1.461856081164833016e-10 -2.756612525813595448e-09 3.423404198233729263e-08 -5.952871510217572263e-07 1.515832916539393301e-05 -2.339474565991094890e-04
1.977382567365601105e-15 7.298406225328743674e-15 -5.286950940437024864e-13 -1.548168152324186476e-12 5.349955920223931386e-11 1.407021731990118716e-10 -3.278663075127254785e-09 1.865976744504566705e-08 -4.407146559990468056e-07 1.671617840882827261e-05 -8.303449437498649631e-05
3.725979837074734041e-15 -1.667311484498749180e-14 -7.130596174834192437e-13 3.299049760416191913e-12 5.524435886660299036e-11 -5.456430538410706945e-10 3.220977240906148946e-09 -5.410782869557923628e-08 1.321179527992076653e-06 -4.815914626038533808e-05 -3.448443503608744615e-05
-2.454169082851189799e-15 5.483242549918337777e-15 4.356735464320755571e-13 -7.133330328340240985e-13 -2.336645400098648472e-11 9.831169339807740875e-11 -2.076975880450580993e-10 5.241783998459834058e-09 -2.161729374152730391e-07 8.696582596870219478e-06 1.139696919563795843e-04
3.114536812385276355e-16 -3.781881460894881490e-14 7.802957569002241836e-14 7.416700192838587120e-12 1.133860582150193549e-12 -7.940950132290515977e-10 3.210569742580387117e-09 -3.759681521945888434e-08 1.194036114503457381e-06 -3.596524533573645937e-05 -9.709950458323251342e-06
