# qdac_multiple_set	qdac_ch01_curr_ucal	qdac_ch02_curr_ucal	qdac_ch03_curr_ucal	qdac_ch04_curr_ucal	qdac_ch05_curr_ucal	qdac_ch06_curr_ucal	qdac_ch07_curr_ucal	qdac_ch08_curr_ucal	qdac_ch09_curr_ucal	qdac_ch10_curr_ucal	qdac_ch11_curr_ucal	qdac_ch12_curr_ucal	qdac_ch13_curr_ucal	qdac_ch14_curr_ucal	qdac_ch15_curr_ucal	qdac_ch16_curr_ucal	qdac_ch17_curr_ucal	qdac_ch18_curr_ucal	qdac_ch19_curr_ucal	qdac_ch20_curr_ucal	qdac_ch21_curr_ucal	qdac_ch22_curr_ucal	qdac_ch23_curr_ucal	qdac_ch24_curr_ucal	timer
# "Voltage"	"ch1"	"ch2"	"ch3"	"ch4"	"ch5"	"ch6"	"ch7"	"ch8"	"ch9"	"ch10"	"ch11"	"ch12"	"ch13"	"ch14"	"ch15"	"ch16"	"ch17"	"ch18"	"ch19"	"ch20"	"ch21"	"ch22"	"ch23"	"ch24"	"Elapsed time"
# 1001
-9.34	-6.83139e-09	-7.05415e-09	3.53398e-09	1.10014e-10	-1.12737e-09	7.15313e-10	-6.52594e-09	-4.19076e-09	4.00232e-09	-3.95342e-09	-3.39767e-09	-8.7572e-09	-8.17812e-10	1.98963e-09	-4.18914e-11	6.38494e-10	-1.01684e-09	6.13828e-10	-8.38474e-09	-5.38198e-09	-3.16848e-09	6.19887e-09	-1.50634e-10	5.22795e-09	16.8393792000134
-9.32	-6.81358e-09	-7.03895e-09	3.51881e-09	1.08199e-10	-1.12998e-09	7.15443e-10	-6.51632e-09	-4.17661e-09	3.99152e-09	-3.94831e-09	-3.3774e-09	-8.72824e-09	-8.07471e-10	1.98218e-09	-4.84677e-11	6.35393e-10	-1.01392e-09	6.05112e-10	-8.35449e-09	-5.36949e-09	-3.16255e-09	6.16433e-09	-1.45201e-10	5.20719e-09	17.3194996000966
-9.3	-6.79394e-09	-7.02269e-09	3.50436e-09	1.0162e-10	-1.12749e-09	7.13239e-10	-6.49116e-09	-4.16265e-09	3.96962e-09	-3.93595e-09	-3.3534e-09	-8.6948e-09	-8.07659e-10	1.98241e-09	-5.23222e-11	6.2796e-10	-1.00961e-09	6.06399e-10	-8.33857e-09	-5.36228e-09	-3.15267e-09	6.14326e-09	-1.42283e-10	5.18668e-09	17.7992356000468
-9.28	-6.77858e-09	-7.00562e-09	3.49221e-09	1.03974e-10	-1.1271e-09	7.08582e-10	-6.47916e-09	-4.14764e-09	3.96353e-09	-3.92534e-09	-3.32553e-09	-8.65346e-09	-7.97312e-10	1.97747e-09	-5.14313e-11	6.22115e-10	-1.00917e-09	6.04589e-10	-8.31907e-09	-5.34373e-09	-3.14039e-09	6.11654e-09	-1.38109e-10	5.1658e-09	18.2793139000423
-9.26	-6.75206e-09	-6.99031e-09	3.47957e-09	1.01492e-10	-1.13091e-09	7.1076e-10	-6.45818e-09	-4.12394e-09	3.94324e-09	-3.90889e-09	-3.30512e-09	-8.63803e-09	-7.86583e-10	1.97806e-09	-4.83414e-11	6.21651e-10	-1.00703e-09	5.99514e-10	-8.29095e-09	-5.33319e-09	-3.13571e-09	6.08527e-09	-1.29975e-10	5.14784e-09	18.7594841000391
-9.24	-6.73976e-09	-6.97722e-09	3.47073e-09	9.99283e-11	-1.1262e-09	7.05171e-10	-6.44764e-09	-4.11027e-09	3.92857e-09	-3.89738e-09	-3.27767e-09	-8.59963e-09	-7.80447e-10	1.9693e-09	-5.92821e-11	6.16809e-10	-9.98957e-10	5.97934e-10	-8.26697e-09	-5.32347e-09	-3.12495e-09	6.07653e-09	-1.26149e-10	5.12784e-09	19.2393875999842
-9.22	-6.70762e-09	-6.96074e-09	3.45341e-09	9.33873e-11	-1.12527e-09	7.06183e-10	-6.42324e-09	-4.09283e-09	3.90988e-09	-3.88284e-09	-3.25697e-09	-8.56509e-09	-7.73611e-10	1.97478e-09	-6.29416e-11	6.11266e-10	-9.93026e-10	5.9646e-10	-8.24342e-09	-5.31252e-09	-3.12073e-09	6.04605e-09	-1.26236e-10	5.1062e-09	19.7193564000772
-9.2	-6.69676e-09	-6.9384e-09	3.43813e-09	9.98932e-11	-1.12485e-09	7.0321e-10	-6.41345e-09	-4.0844e-09	3.90972e-09	-3.86175e-09	-3.24136e-09	-8.53363e-09	-7.73957e-10	1.9654e-09	-6.05282e-11	6.09724e-10	-9.9466e-10	5.88696e-10	-8.2164e-09	-5.30859e-09	-3.10329e-09	6.01907e-09	-1.16911e-10	5.08827e-09	20.1991270000581
-9.18	-6.67711e-09	-6.92453e-09	3.4396e-09	9.50005e-11	-1.12912e-09	7.01252e-10	-6.39681e-09	-4.0631e-09	3.8993e-09	-3.85874e-09	-3.21496e-09	-8.5119e-09	-7.67154e-10	1.96903e-09	-6.36175e-11	6.02377e-10	-9.88619e-10	5.79773e-10	-8.19836e-09	-5.29206e-09	-3.09292e-09	6.00238e-09	-1.11064e-10	5.07474e-09	20.6792430999922
-9.16	-6.65131e-09	-6.91441e-09	3.43099e-09	9.79122e-11	-1.12624e-09	7.03279e-10	-6.38246e-09	-4.04872e-09	3.88565e-09	-3.84109e-09	-3.19601e-09	-8.47468e-09	-7.60878e-10	1.96095e-09	-6.2835e-11	5.94828e-10	-9.78703e-10	5.84818e-10	-8.17473e-09	-5.28241e-09	-3.09527e-09	5.97087e-09	-1.13342e-10	5.04966e-09	21.1590693000471
